id,nom,type,cuisine,origine,temps_preparation,temps_cuisson,nb_personnes,nombre_etapes,instructions,methodes_cuisson,ustensiles,image_path,calories,valeur_nutritionnelle,empreinte_carbone
70,Sandwich petit-déjeuner aux restes de crêpes,['Petit-déjeuner'],['Américain'],Amérique du Nord,5.0,10.0,1,3,"Faites chauffer une poêle à feu moyen et vaporisez-la légèrement d'huile. Cassez l'œuf dans la poêle et percez le jaune. Faites cuire l'œuf jusqu'à la consistance désirée. Réchauffez le jambon tranché dans la poêle avec l'œuf. Pendant ce temps, faites griller les crêpes au grille-pain. Pour composer le sandwich : placez une crêpe grillée sur une assiette. Garnissez-la d'œuf cuit, de la moitié du sirop d'érable, de cheddar râpé, d'une tranche de jambon réchauffée et de la crêpe restante. Arrosez du reste de sirop d'érable.",['griller'],"['poêle à frire', 'poêle']",https://www.allrecipes.com/recipe/190857/leftover-pancake-breakfast-sandwich/,493 kcal,"""{""""Carbohydrates"""": """"50 g"""", """"Cholesterol"""": """"270 mg"""", """"Fiber"""": """""""", """"Protein"""": """"24 g"""", """"Saturated Fat"""": """"9 g"""", """"Sodium"""": """"890 mg"""", """"Sugar"""": """"24 g"""", """"Fat"""": """"23 g"""", """"Unsaturated Fat"""": """"0 g""""}""",24.75
71,Gâteaux individuels au chocolat fondant Ghirardelli,['Dessert'],['Américain'],Amérique du Nord,10.0,15.0,6,8,"Déposez 55 g de chocolat (1/2 tablette de chocolat à pâtisser) et la crème dans la partie supérieure d'un bain-marie, au-dessus d'une casserole d'eau frémissante. Remuez délicatement en raclant les bords avec une spatule en caoutchouc pour éviter que le chocolat ne brûle, jusqu'à ce qu'il soit fondu. Fouettez doucement pour bien mélanger. Réfrigérez jusqu'à ce que le mélange soit ferme, environ 2 heures. Formez 6 boules avec le mélange au chocolat refroidi et réfrigérez jusqu'au moment de servir. Préchauffez le four à 205 °C (thermostat 6-7). Vaporisez six ramequins ou moules à crème de 120 ml avec un aérosol de cuisson. Déposez les 115 g de chocolat restants (1 tablette de chocolat à pâtisser) et le beurre dans la partie supérieure d'un bain-marie, au-dessus d'une casserole d'eau frémissante. Remuez délicatement en raclant les bords avec une spatule en caoutchouc pour éviter que le chocolat ne brûle, jusqu'à ce qu'il soit fondu. Fouettez doucement pour bien mélanger. Dans un bol, battez les œufs, les jaunes d'œufs, le sucre et la vanille au batteur électrique à vitesse élevée jusqu'à ce que le mélange soit épais et léger, environ 5 minutes. Incorporez délicatement le mélange chocolat-beurre fondu et la farine au mélange aux œufs jusqu'à ce que la pâte soit homogène. Mélangez les ingrédients. Répartissez la pâte dans des ramequins. Déposez une boule de chocolat au centre de chaque ramequin. Faites cuire au four préchauffé jusqu'à ce que les gâteaux soient fermes au toucher, environ 15 minutes. Laissez refroidir 5 minutes. Passez la lame d'un petit couteau pointu à l'intérieur de chaque ramequin. Posez une assiette dessus, retournez le ramequin pour démouler le gâteau et retirez-le. Décorez les gâteaux de framboises et d'une quenelle de crème fouettée.",['cuire'],"['mixeur', 'spatule', 'fouet', 'four', 'couteau']",https://www.allrecipes.com/recipe/268572/ghirardelli-individual-chocolate-lava-cakes/,447 kcal,"""{""""Carbohydrates"""": """"32 g"""", """"Cholesterol"""": """"250 mg"""", """"Fiber"""": """"0 g"""", """"Protein"""": """"7 g"""", """"Saturated Fat"""": """"20 g"""", """"Sodium"""": """"46 mg"""", """"Sugar"""": """"22 g"""", """"Fat"""": """"35 g"""", """"Unsaturated Fat"""": """"0 g""""}""",31.78
72,Brioches collantes,['Petit-déjeuner'],"['États Unis', 'Américain']",Amérique du Nord,30.0,30.0,12,6,"Dissoudre la levure dans de l'eau tiède dans un grand bol. Laisser reposer jusqu'à ce que le mélange soit crémeux, environ 10 minutes. Ajouter 2 ½ tasses de farine, le babeurre, les œufs, ¼ tasse de sucre blanc, ¼ tasse de beurre ramolli, la levure chimique et le sel au mélange de levure et bien mélanger. Incorporer les 3 tasses de farine restantes, ½ tasse à la fois, en battant bien après chaque ajout. La pâte doit rester souple et légèrement collante. Déposer la pâte sur une surface légèrement farinée et pétrir jusqu'à ce qu'elle soit lisse et élastique, environ 8 minutes. Diviser la pâte en deux, puis étaler chaque moitié en un rectangle de 30 x 18 cm. Étaler 1 cuillère à soupe de beurre ramolli sur chaque rectangle, puis saupoudrer de ¼ tasse de sucre blanc et 1 cuillère à café de cannelle. Rouler les moitiés en commençant par un côté large et pincer les bords pour bien sceller. Couper chaque rouleau en 12 tranches égales. Beurrer deux moules à gâteau ronds de 23 cm de diamètre avec ¼ tasse de beurre fondu et ¼ tasse de cassonade. Utilisez la moitié des noix de pécan et la moitié des raisins secs. Répartissez 12 tranches de pâte dans chaque moule préparé, en les espaçant légèrement. Couvrez et laissez lever jusqu'à ce que la pâte ait doublé de volume, pendant 30 à 60 minutes. Préchauffez le four à 190 °C (thermostat 6). Faites cuire au four préchauffé jusqu'à ce que les brioches soient bien dorées, environ 30 minutes. Démoulez les brioches sur des assiettes de service, soulevez délicatement les moules pour les démouler et servez chaud.",['cuire'],"['four', 'poêle']",https://www.allrecipes.com/recipe/21831/sticky-buns/,484 kcal,"""{""""Carbohydrates"""": """"70 g"""", """"Cholesterol"""": """"68 mg"""", """"Fiber"""": """"3 g"""", """"Protein"""": """"9 g"""", """"Saturated Fat"""": """"9 g"""", """"Sodium"""": """"605 mg"""", """"Sugar"""": """"24 g"""", """"Fat"""": """"19 g"""", """"Unsaturated Fat"""": """"0 g""""}""",41.53
73,Les meilleures ailes blanches d'Austin,"['Amuse-bouche', 'En-cas']",['Américain'],Amérique du Nord,20.0,10.0,16,4,"Préchauffez le gril du four. Disposez les quartiers de jalapeños sur une plaque de cuisson et faites-les griller jusqu'à ce qu'ils commencent à dorer, environ 5 minutes de chaque côté. Retirez-les du four et laissez-les refroidir suffisamment pour pouvoir les manipuler. Laissez le gril allumé. Garnissez chaque quartier de jalapeño d'une lamelle de fromage pepperjack, puis enroulez-le de poulet et de bacon, en maintenant le tout avec des cure-dents. Disposez les jalapeños sur la plaque de cuisson. Faites griller les jalapeños enroulés jusqu'à ce que le fromage soit fondu et que le bacon et le poulet soient bien cuits, environ 5 minutes de chaque côté. Servez-les sur un plat avec de la sauce Buffalo et de la sauce au fromage bleu pour tremper.",['griller'],"['plaque de cuisson', 'four']",https://www.allrecipes.com/recipe/219271/austins-best-white-wings/,141 kcal,"""{""""Carbohydrates"""": """"4 g"""", """"Cholesterol"""": """"18 mg"""", """"Fiber"""": """"0 g"""", """"Protein"""": """"6 g"""", """"Saturated Fat"""": """"3 g"""", """"Sodium"""": """"706 mg"""", """"Sugar"""": """"1 g"""", """"Fat"""": """"11 g"""", """"Unsaturated Fat"""": """"0 g""""}""",50.41
74,"Recette de crème glacée aux noix de pécan au beurre sans cuisson, faite maison",['Dessert'],['Américain'],Amérique du Nord,15.0,15.0,16,5,"Dans un grand bol, fouettez le lait concentré sucré, le lait entier, le lait évaporé, la crème épaisse, le sucre, la mélasse et l'extrait de vanille en veillant à éviter la formation de bulles. Réservez au réfrigérateur pendant 30 minutes. Préchauffez le four à 175 °C (thermostat 6). Faites fondre le beurre dans une grande casserole à feu doux et incorporez le sel jusqu'à dissolution complète. Ajoutez les noix de pécan et étalez-les en une seule couche sur une plaque de cuisson. Enfournez pendant 6 minutes, retournez les noix et poursuivez la cuisson jusqu'à ce qu'elles soient dorées et parfumées, environ 6 minutes supplémentaires. Laissez refroidir et hachez grossièrement. Réservez 375 g de noix de pécan caramélisées et conservez le reste pour une autre utilisation. Versez la préparation dans une sorbetière et faites prendre la glace selon les instructions du fabricant jusqu'à ce qu'elle soit semi-solide, environ 30 minutes. Transférez la glace dans un récipient hermétique et incorporez-y les 375 g de noix de pécan caramélisées. Couvrez la glace de film alimentaire. Fermez hermétiquement le récipient avec un couvercle. Congelez la crème glacée jusqu'à ce qu'elle soit bien prise, pendant au moins 2 heures.",['cuire'],"['fouet', 'four', 'casserole', 'plaque de cuisson']",https://www.allrecipes.com/recipe/244388/no-cook-homemade-butter-pecan-ice-cream/,520 kcal,"""{""""Carbohydrates"""": """"41 g"""", """"Cholesterol"""": """"59 mg"""", """"Fiber"""": """"3 g"""", """"Protein"""": """"10 g"""", """"Saturated Fat"""": """"12 g"""", """"Sodium"""": """"284 mg"""", """"Sugar"""": """"37 g"""", """"Fat"""": """"37 g"""", """"Unsaturated Fat"""": """"0 g""""}""",55.65
75,Turon (Triangles de banane caramélisée),['Dessert'],"['Philippin', 'Américain']",Amérique du Nord,30.0,15.0,15,4,"Faites fondre le beurre dans une poêle à feu moyen-vif. Incorporez la cassonade et une pincée de cannelle. Mélangez bien jusqu'à ce que des bulles apparaissent. Ajoutez la banane et faites cuire, en remuant délicatement, jusqu'à ce qu'elle commence à dorer, environ 5 minutes. Transférez la banane dans un bol et coupez-la grossièrement en dés de 6 mm à l'aide d'une cuillère. Laissez la garniture refroidir légèrement. Dans un petit bol, fouettez l'eau et la farine pour obtenir la pâte. Dans un autre petit bol, mélangez le sucre blanc et 1/4 de cuillère à café de cannelle. Déposez une bande de pâte à lumpia sur un plan de travail. Placez 3/4 à 1 cuillère à café de garniture dans le coin inférieur de la pâte, repliez un coin sur la garniture et refermez la pâte pour former un triangle. Repliez les autres bords pour terminer le triangle, en badigeonnant le dernier pli de pâte pour sceller. Placez le triangle sur une assiette, la jointure vers le bas. Répétez l'opération avec le reste des feuilles de pâte, de la garniture et de la pâte. Faites chauffer 5 cm d'huile dans une poêle à feu moyen-vif. Faites frire les triangles par petites quantités jusqu'à ce qu'ils soient dorés, environ 4 minutes par fournée. Égouttez-les sur du papier absorbant et saupoudrez de sucre à la cannelle les triangles encore chauds.",['frire'],"['poêle', 'fouet']",https://www.allrecipes.com/recipe/262424/turon-caramelized-banana-triangles/,67 kcal,"""{""""Carbohydrates"""": """"8 g"""", """"Cholesterol"""": """"2 mg"""", """"Fiber"""": """"0 g"""", """"Protein"""": """"0 g"""", """"Saturated Fat"""": """"1 g"""", """"Sodium"""": """"22 mg"""", """"Sugar"""": """"5 g"""", """"Fat"""": """"4 g"""", """"Unsaturated Fat"""": """"0 g""""}""",16.86
76,Crevettes grillées à l'ail et aux herbes du chef John,['Dîner'],['Américain'],Amérique du Nord,12.0,4.0,6,6,"Dans le bol d'un mortier, mettre le sel, le zeste de citron et 3 gousses d'ail. Piler au pilon jusqu'à l'obtention d'une pâte, environ 2 minutes. Ajouter le basilic, le persil, l'origan et le thym hachés et piler à nouveau jusqu'à ce que le mélange commence à s'homogénéiser, environ 5 minutes. Verser environ 1 cuillère à soupe d'huile d'olive sur le mélange d'herbes. Mixer jusqu'à l'obtention d'une sauce pour la marinade, environ 1 minute. Ajouter les 3 cuillères à soupe d'huile d'olive restantes. Remuer à la cuillère jusqu'à ce que le mélange soit homogène, en ajoutant de l'huile d'olive si nécessaire. La sauce doit être assez épaisse mais coulante. Placer les crevettes dans un grand bol et incorporer environ les 2/3 de la sauce, en réservant le tiers restant pour servir. Remuer jusqu'à ce que les crevettes soient bien enrobées de sauce, environ 2 minutes. Transférer les crevettes dans un sac plastique refermable. Réserver au réfrigérateur 2 à 3 heures. Couvrir et réfrigérer le reste de la sauce. Préchauffer un barbecue à feu vif et huiler légèrement la grille. Râpez les crevettes. Enfilez-les sur des brochettes (piquez-les deux fois, une fois au niveau de la partie la plus large, une fois au niveau de la partie la plus fine). Placez les brochettes sur le gril chaud. Faites cuire de chaque côté jusqu'à ce que les crevettes soient d'un rose vif et opaques et que l'extérieur commence à caraméliser, environ 2 à 3 minutes par côté. Transférez les brochettes sur un plat de service. Versez le reste de la sauce dans un saladier. Incorporez en fouettant 1 cuillère à soupe d'huile d'olive, le jus de citron, les flocons de piment rouge, le poivre de Cayenne, le sel et le poivre noir. Nappez les crevettes de sauce. Servez avec des quartiers de citron.",['gril'],"['mortier', 'grill', 'fouet']",https://www.allrecipes.com/recipe/244245/chef-johns-grilled-garlic-and-herb-shrimp/,223 kcal,"""{""""Carbohydrates"""": """"2 g"""", """"Cholesterol"""": """"230 mg"""", """"Fiber"""": """"1 g"""", """"Protein"""": """"25 g"""", """"Saturated Fat"""": """"2 g"""", """"Sodium"""": """"773 mg"""", """"Sugar"""": """"0 g"""", """"Fat"""": """"13 g"""", """"Unsaturated Fat"""": """"0 g""""}""",46.76
77,Pâtes aux poires et au gorgonzola,['Pâtes'],['Américain'],Amérique du Nord,10.0,15.0,2,2,"Portez à ébullition une grande casserole d'eau légèrement salée. Faites cuire les penne dans l'eau bouillante, en remuant de temps en temps, jusqu'à ce qu'elles soient al dente (environ 11 minutes). Égouttez-les. Remettez les pâtes égouttées dans la casserole, incorporez le beurre, le parmesan et le gorgonzola, puis faites cuire à feu moyen jusqu'à ce que le fromage soit complètement fondu. Versez la crème sur les pâtes et mélangez. Retirez du feu et incorporez délicatement la poire. Parsemez de noix. Poivrez et servez.",['bouillir'],['pot'],https://www.allrecipes.com/recipe/206356/gorgonzola-pear-pasta/,1828 kcal,"""{""""Carbohydrates"""": """"237 g"""", """"Cholesterol"""": """"147 mg"""", """"Fiber"""": """"28 g"""", """"Protein"""": """"74 g"""", """"Saturated Fat"""": """"29 g"""", """"Sodium"""": """"712 mg"""", """"Sugar"""": """"17 g"""", """"Fat"""": """"69 g"""", """"Unsaturated Fat"""": """"0 g""""}""",32.13
78,Pouding de riz aux pommes,"['Dessert', 'En-cas']",['Américain'],Amérique du Nord,10.0,60.0,8,4,"Faites fondre 2 cuillères à soupe de beurre dans une petite poêle à feu moyen. Ajoutez 60 ml de cassonade, la cannelle, le sel et la noix de muscade, puis mélangez. Ajoutez les pommes et laissez cuire en remuant jusqu'à ce qu'elles soient tendres, environ 10 minutes. Réservez. Portez l'eau et le riz à ébullition dans une casserole moyenne. Réduisez le feu à doux, couvrez et laissez mijoter jusqu'à ce que le riz soit tendre et que l'eau soit absorbée, environ 20 minutes. Incorporez 375 ml de lait au mélange de riz et laissez chauffer 2 à 3 minutes. Ajoutez 30 ml de cassonade et mélangez bien. Laissez cuire jusqu'à épaississement et onctuosité, 15 à 20 minutes. Incorporez les pommes cuites, les 125 ml de lait restants et l'œuf battu. Laissez chauffer en remuant constamment, environ 2 minutes. Hors du feu, incorporez 1 cuillère à soupe de beurre et l'extrait de vanille. Servez chaud.","['bouillir', 'mijoter', 'réduire']","['poêle', 'casserole']",https://www.allrecipes.com/recipe/277465/apple-rice-pudding/,203 kcal,"""{""""Carbohydrates"""": """"33 g"""", """"Cholesterol"""": """"37 mg"""", """"Fiber"""": """"2 g"""", """"Protein"""": """"4 g"""", """"Saturated Fat"""": """"4 g"""", """"Sodium"""": """"141 mg"""", """"Sugar"""": """"17 g"""", """"Fat"""": """"6 g"""", """"Unsaturated Fat"""": """"0 g""""}""",24.24
79,Gratin de macaronis au fromage et de hamburger,['Dîner'],['Américain'],Amérique du Nord,20.0,40.0,8,5,"Préchauffez le four à 200 °C (thermostat 6). Graissez légèrement un plat à gratin de 28 x 33 cm. Portez à ébullition une grande casserole d'eau légèrement salée. Faites cuire les macaronis dans l'eau bouillante, en remuant de temps en temps, jusqu'à ce qu'ils soient cuits mais encore fermes sous la dent, environ 8 minutes. Égouttez-les. Transférez-les dans un bol, ajoutez les cubes de fromage fondu et laissez reposer jusqu'à ce que le fromage soit partiellement fondu. Placez le bœuf haché dans une poêle à feu moyen, émiettez-le à l'aide d'une spatule et saupoudrez de poudre d'ail, de poudre d'oignon, de sel et de poivre noir. Faites cuire en remuant jusqu'à ce que le bœuf soit doré et émietté, environ 10 minutes. Égouttez l'excédent de graisse. Dans un bol, mélangez la soupe condensée, la crème fraîche, le parmesan et l'oignon. Incorporez délicatement le mélange de macaronis et de fromage fondu à la soupe. Ajoutez le lait et mélangez bien. Incorporez le bœuf haché au mélange de macaronis et étalez le tout dans le plat à gratin préparé. Recouvrez le gratin de tranches de fromage américain et saupoudrez de chapelure. Couvrez le gratin de papier aluminium. Faites cuire au four. Préchauffer le four jusqu'à ce que le plat bouillonne, environ 20 minutes. Retirer le papier d'aluminium et cuire jusqu'à ce que le dessus soit doré, environ 10 minutes de plus.","['bouillir', 'cuire']","['plat à four', 'spatule', 'casserole', 'poêle', 'four']",https://www.allrecipes.com/recipe/230284/cheesy-macaroni-and-hamburger-casserole/,689 kcal,"""{""""Carbohydrates"""": """"50 g"""", """"Cholesterol"""": """"103 mg"""", """"Fiber"""": """"2 g"""", """"Protein"""": """"31 g"""", """"Saturated Fat"""": """"19 g"""", """"Sodium"""": """"1436 mg"""", """"Sugar"""": """"6 g"""", """"Fat"""": """"40 g"""", """"Unsaturated Fat"""": """"0 g""""}""",71.47
